,spot,wave_direction,wave_type,crowd_level,reg_link,latitude,longitude
10,Lowers,Right & left,Point break,Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/lowers.html,33.38160705566406,-117.59029388427734
11,Ocean Beach,Right,Beach break,Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/ocean_beach.html,32.74844741821289,-117.25343322753906
12,Ocean Street,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/ocean_street.html,33.16277313232422,-117.35857391357422
13,Oceanside Harbor,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/oceanside_harbor.html,33.20425796508789,-117.39630126953125
14,Oceanside Pier,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/oceanside_pier.html,33.19129562377930,-117.38912963867188
15,Old Man's,Right & left,Reef break,Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/old_mans.html,33.37055206298828,-117.56661987304688
16,Santa Clara,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/santa_clara.html,32.78239440917969,-117.25348663330078
17,Scripps Pier,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/scripps_pier.html,32.86703491210938,-117.25732421875000
18,Seaside Reef,Right & left,Reef break,Packed,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/seaside_reef.html,33.00131988525391,-117.28153991699219
19,Steps,Right & left,Breakwater / groyne,Empty,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/steps.html,32.53491592407227,-117.12399291992188
20,Tourmaline Surfing Park,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/tourmaline_surfing_park.html,32.80515670776367,-117.26255798339844
21,Trestles,Right & left,Reef break,Mental,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/trestles.html,33.38074874877930,-117.58572387695312
22,Upper Trestles,Right,Point break,Busy,https://surfing-waves.com/atlas/north_america/usa/west_coast/california/southern_california/san_diego_county/spot/upper_trestles.html,33.38343811035156,-117.59744262695312
0,Bergen aan Zee,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/europe/netherlands/spot/bergen_aan_zee.html,52.66050720214844,4.62746477127075
1,Domburg,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/netherlands/spot/domburg.html,51.55599594116211,3.46944808959961
2,Formerum aan Zee,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/netherlands/spot/formerum_aan_zee.html,53.41060638427734,5.29648303985596
3,Hoek van Holland,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/netherlands/spot/hoek_van_holland.html,51.98868560791016,4.10373687744141
4,Ouddorp,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/netherlands/spot/ouddorp.html,51.82007598876953,3.87611389160156
5,Scheveningen Noord,Right,Point break,Busy,https://surfing-waves.com/atlas/europe/netherlands/spot/scheveningen_noord.html,52.10439682006836,4.26200866699219
6,Wijk aan Zee,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/netherlands/spot/wijk_aan_zee.html,52.49117660522461,4.58164215087891
7,Zandvoort,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/europe/netherlands/spot/zandvoort.html,52.37350463867188,4.52362060546875
0,Ervika,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/norway/spot/ervika.html,62.16891098022461,5.10503768920898
1,Flø,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/norway/spot/fl_oslash.html,62.40735244750977,5.84910392761230
2,Grøtfjord,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/norway/spot/gr_tfjord.html,69.77848052978516,18.53934288024902
3,Hellestø,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/norway/spot/hellest.html,58.84284591674805,5.56255817413330
4,Hoddevik,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/norway/spot/hoddevik.html,62.12701797485352,5.14572143554688
5,Hollen,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/norway/spot/hollen.html,58.01252365112305,7.14935302734375
6,Unstad,Right,Reef break,Empty,https://surfing-waves.com/atlas/europe/norway/spot/unstad.html,68.26837158203125,13.58047485351562
0,Nahoon Reef,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/east_london/spot/nahoon_reef.html,-32.99700164794922,27.95196533203125
0,Cape Infanta,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/garden_route/spot/cape_infanta.html,-34.44315719604492,20.88363647460938
0,Batu Layar,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/java/spot/batu_layar.html,-7.72929763793945,108.66648864746094
1,Bombies,Right,Beach break,Empty,https://surfing-waves.com/atlas/asia/indonesia/java/spot/bombies.html,-8.22440242767334,111.07752990722656
2,G-Land,Left,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/java/spot/g_land.html,-8.73282337188721,114.34784698486328
3,Lenggoksono,Right,Point break,Empty,https://surfing-waves.com/atlas/asia/indonesia/java/spot/lenggoksono.html,-8.37379741668701,112.83341217041016
4,Parangtritis Beach,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/asia/indonesia/java/spot/parangtritis_beach.html,-8.01971054077148,110.28385162353516
0,Voelklip Beach,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/southern_cape/spot/voelklip_beach.html,-34.38877868652344,19.08874511718750
0,Big Bay,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/big_bay.html,-33.79600143432617,18.45724487304688
1,Dungeons,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/dungeons.html,-34.06048202514648,18.32631111145020
2,Long Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/long_beach.html,-34.13628005981445,18.32835006713867
3,Muizenberg,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/muizenberg.html,-34.10604476928711,18.47509956359863
4,Pipe,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/pipe.html,-34.10530853271484,18.81633567810059
5,Surfing,Right,Beach break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/cape_town/spot/surfing.html,-34.09986495971680,18.49788665771484
0,Cape St Francis,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/j-bay/spot/cape_st_francis.html,-34.18227005004883,24.86532211303711
1,Kitchen Windows,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/j-bay/spot/kitchen_windows.html,-34.06332397460938,24.93355751037598
2,Supertubes,Right,Point break,Busy,https://surfing-waves.com/atlas/africa/south_africa/j-bay/spot/supertubes.html,-34.02819442749023,24.93656158447266
0,Shirahama,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/asia/japan/honshu/chubu/spot/shirahama.html,34.69462585449219,138.97601318359375
0,Addington,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/addington.html,-29.86282730102539,31.04332923889160
1,Ansteys,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/ansteys.html,-29.92437744140625,31.01961898803711
2,Cave Rock,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/cave_rock.html,-29.93306350708008,31.01285171508789
3,Gazals,Right,Reef break,Empty,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/gazals.html,-29.73576164245605,31.07482910156250
4,New Pier,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/new_pier.html,-29.84985733032227,31.04103279113770
5,Scottburgh,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/scottburgh.html,-30.29197883605957,30.76669692993164
6,Surfers,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/africa/south_africa/durban/spot/surfers.html,-29.54717636108398,31.21627807617188
0,Onjuku,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/japan/honshu/kanto/spot/onjuku.html,35.18040847778320,140.35668945312500
1,Shichirigahama,Right & left,Beach break,Unknown,https://surfing-waves.com/atlas/asia/japan/honshu/kanto/spot/shichirigahama.html,35.30239105224609,139.50971984863280
0,Dahican,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/philippines/mindanao/spot/dahican.html,6.92950010299683,126.27878570556640
0,Corners,Right & left,Reef break,Busy,https://surfing-waves.com/atlas/asia/japan/okinawa/spot/corners.html,26.33425140380859,127.74145507812500
1,Turtles,Right,Reef break,Packed,https://surfing-waves.com/atlas/asia/japan/okinawa/spot/turtles.html,26.35087966918945,127.74121856689453
0,Cloud 9,Right & left,Reef break,Packed,https://surfing-waves.com/atlas/asia/philippines/siargao_island/spot/cloud_9.html,9.81157779693604,126.17420196533203
0,The Hidden Waves Of Samar,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/asia/philippines/visayas/spot/the_hidden_waves_of_samar.html,10.96371555328369,125.82969665527344
0,Ozaki,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/asia/japan/shikuko/spot/ozaki.html,33.31959533691406,134.19645690917970
1,Shiina,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/japan/shikuko/spot/shiina.html,33.32040023803711,134.19540405273438
0,Boilers,Left,Breakwater / groyne,Empty,https://surfing-waves.com/atlas/africa/south_africa/port_elizabeth/spot/boilers.html,-34.02812957763672,25.68535041809082
1,Fence,Right & left,Breakwater / groyne,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/port_elizabeth/spot/fence.html,-33.96379470825195,25.64620971679688
2,Look out,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/africa/south_africa/port_elizabeth/spot/look_out.html,-34.03957366943359,25.63865661621094
3,Millers,Right,Point break,Can Get Busy,https://surfing-waves.com/atlas/africa/south_africa/port_elizabeth/spot/millers.html,-33.98073577880859,25.66020011901855
4,Pipe,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/africa/south_africa/port_elizabeth/spot/pipe.html,-33.98671340942383,25.67346000671387
0,Avoca Beach,Right & left,Point break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/central_coast/spot/avoca_beach.html,-33.46526718139648,151.43394470214844
1,Shelly Beach,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/central_coast/spot/shelly_beach.html,-33.37343215942383,151.48670959472656
2,Terrigal Haven,Right,Point break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/central_coast/spot/terrigal_haven.html,-33.44633865356445,151.45027160644530
0,Drews Right AKA Jennys,Right,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/drews_right_aka_jennys.html,-5.05195856094360,103.79402160644531
1,Gusung Merpas,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/gusung_merpas.html,-4.93977642059326,103.54622650146484
2,Karnang Nyimbor,Left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/karnang_nyimbor.html,-5.30976629257202,103.99108886718750
3,Krui Lampung Barat,Right & left,Point break,Mental,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/krui_lampung_barat.html,-5.37736320495605,104.05520629882812
4,Krui left,Left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/krui_left.html,-5.42512941360474,104.10511779785156
5,Krui right,Right,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/krui_right.html,-5.52825403213501,104.23033905029297
6,Lampuuk Beach,Right,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/lampuuk_beach.html,5.48808050155640,95.22478485107422
7,Mandiri,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/mandiri.html,-5.25575160980225,103.98010253906250
8,Pantai Air Manis,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/pantai_air_manis.html,-0.99344044923782,100.36079406738281
9,Pantai Panjang Bangkulu,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/pantai_panjang_bangkulu.html,-3.80636310577393,102.26013946533203
10,Parkit,Right & left,Point break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/parkit.html,-0.90271908044815,100.34268188476562
11,Pasir Putih,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/pasir_putih.html,-0.86577337980270,100.33155059814453
12,Purus,Right & left,Point break,Mental,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mainland_sumatra/spot/purus.html,-0.93130779266357,100.34848022460938
0,Broulee North Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/south_coast_nsw/spot/broulee_north_beach.html,-35.84829330444336,150.17709350585938
1,Broulee South Beach,Left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/south_coast_nsw/spot/broulee_south_beach.html,-35.86651611328125,150.16354370117188
2,Swifties,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/south_coast_nsw/spot/swifties.html,-36.17689514160156,150.13276672363280
0,75 Mile Beach,Left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/fraser_island/spot/75_mile_beach.html,-25.48612785339355,153.14117431640625
0,Agnes Waters,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/central_coast/spot/agnes_waters.html,-24.16930770874023,151.93405151367188
1,Big Dune,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/central_coast/spot/big_dune.html,-22.99632263183594,150.78186035156250
0,Bribie Island,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/brisbane/spot/bribie_island.html,-27.06845092773438,153.20510864257812
1,Cylinder Beach,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/brisbane/spot/cylinder_beach.html,-27.42427062988281,153.53355407714844
2,Pinkenba,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/brisbane/spot/pinkenba.html,-27.41750907897949,153.14007568359375
3,Redcliffe,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/brisbane/spot/redcliffe.html,-27.21045112609863,153.11761474609375
4,Woorim Wall,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/brisbane/spot/woorim_wall.html,-27.07543945312500,153.20690917968750
0,Bank Vaults,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/bank_vaults.html,-1.85164642333984,99.24928283691406
1,Beng Bengs,Left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/beng_bengs.html,-1.80557870864868,99.25735473632812
2,Burgerworld,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/burgerworld.html,-1.83869266510010,99.15092468261719
3,Dylan's Right,Right,Reef break,Packed,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/dylans_right.html,2.35401654243469,96.32048797607422
4,E'bay,Left,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/e_bay.html,-1.85544955730438,99.25598144531250
5,Greenbush,Left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/greenbush.html,-2.77436351776123,99.99275970458984
6,Hideaways,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/hideaways.html,-1.85213243961334,99.30335998535156
7,Hole,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/hole.html,-3.32904720306396,100.43041992187500
8,Jackals Simeulue,Right & left,Reef break,Unknown,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/jackals_simeulue.html,2.45992398262024,96.21809387207031
9,Macaronis,Left,Reef break,Busy,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/macaronis.html,-2.80074095726013,99.98519897460938
10,Nipussi,Right,Reef break,Packed,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/nipussi.html,-1.84752869606018,99.25357818603516
11,Pitstop,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/pitstop.html,-1.83200132846832,99.24868774414062
12,Rags Left,Left,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/rags_left.html,-3.05491614341736,100.17423248291016
13,Rags Right,Right,Reef break,Empty,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/rags_right.html,-3.07593011856079,100.19037628173828
14,Simeulue,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/simeulue.html,2.42725205421448,96.36486053466797
15,Telescopes,Left,Reef break,Packed,https://surfing-waves.com/atlas/asia/indonesia/sumatra/mentawai/spot/telescopes.html,-2.06309533119202,99.53922271728516
0,Bacnotan,Right,Reef break,Empty,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/bacnotan.html,16.72566032409668,120.34106445312500
1,Bagasbas,Left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/bagasbas.html,14.13657569885254,122.98383331298828
2,Baler,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/baler.html,15.75607585906982,121.57350921630860
3,Cobra,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/cobra.html,15.78004169464111,121.61594390869140
4,Crystal Beach,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/crystal_beach.html,15.01891994476318,120.06539916992188
5,Jomalig Island,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/jomalig_island.html,14.68467140197754,122.41172790527344
6,LolaSayong,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/lolasayong.html,12.91698265075684,124.12113189697266
7,Mona Lisa Point,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/mona_lisa_point.html,16.64893913269043,120.30557250976562
8,San Antonio,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/san_antonio.html,18.35928535461426,121.64303588867188
9,San Juan,Right,Reef break,Busy,https://surfing-waves.com/atlas/asia/philippines/luzon/spot/san_juan.html,16.65888786315918,120.32153320312500
0,North Wall,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/north_coast/spot/north_wall.html,-21.10075378417969,149.22453308105470
1,The Strand,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/north_coast/spot/the_strand.html,-19.24276351928711,146.81013488769530
0,St Marys,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/south_australia/eyre_peninsula/spot/st_marys.html,-32.53035354614258,133.85551452636720
0,Main Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/south_australia/kangaroo_island/spot/main_beach.html,-35.59568023681641,137.30238342285156
0,Crescent Head,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/crescent_head.html,-31.18460845947266,152.99217224121094
1,Flynn's Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/flynns_beach.html,-31.44239425659180,152.92964172363280
2,Grassy Head,Right & left,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/grassy_head.html,-30.79537773132324,153.01037597656250
3,Horseshoe Bay,Right,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/horseshoe_bay.html,-30.87335014343262,153.06718444824220
4,Middle Rock,Left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/middle_rock.html,-31.56405639648438,152.85197448730470
5,North Wall,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/north_wall.html,-31.42313385009766,152.91659545898438
6,Point Plomer,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/point_plomer.html,-31.27503013610840,152.98220825195312
7,Scotts Head,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/mid_north_coast/spot/scotts_head.html,-30.74257278442383,153.00247192382812
0,Ifs&butts,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/south_australia/east_coast_sa/spot/ifs_butts.html,-37.43929290771484,139.94998168945312
1,Third Ramp,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/south_australia/east_coast_sa/spot/third_ramp.html,-37.13383865356445,139.79544067382812
0,Redbill,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/tasmania/east_coast/spot/redbill.html,-41.86387252807617,148.28689575195312
0,Burleigh Heads,Right,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/burleigh_heads.html,-28.08712577819824,153.46046447753906
1,Kirra,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/kirra.html,-28.16259574890137,153.53402709960938
2,Main Beach,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/main_beach.html,-27.98136520385742,153.43574523925780
3,Mid Kirra Shories,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/mid_kirra_shories.html,-28.16508865356445,153.52751159667970
4,Snapper Rocks,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/snapper_rocks.html,-28.15903854370117,153.54920959472656
5,South Stradbroke island,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/south_stradbroke_island.html,-27.93074989318848,153.42584228515625
6,Superbank,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/queensland/gold_coast/spot/superbank.html,-28.16024971008301,153.53952026367188
0,Angourie Point,Right,Point break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/angourie_point.html,-29.48383903503418,153.37188720703125
1,Backs,Right,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/backs.html,-29.48667716979980,153.36604309082030
2,Lennox Head,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/lennox_head.html,-28.80978393554688,153.62182617187500
3,Razors,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/razors.html,-29.43797111511230,153.37278747558594
4,Spot X,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/spot_x.html,-28.83546257019043,153.60620117187500
5,Tallows,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/tallows.html,-28.65074539184570,153.63354492187500
6,The Pass,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/the_pass.html,-28.63333702087402,153.62542724609375
7,The Wreck,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/the_wreck.html,-28.63882446289062,153.61395263671875
8,Turners,Right & left,Point break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/turners.html,-29.43550491333008,153.36430358886720
9,Wategos,Right,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/north_coast/spot/wategos.html,-28.63566398620605,153.63427734375000
0,1 mile,Right,Point break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/1_mile.html,-32.77846908569336,152.11703491210938
1,Bar Beach,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/bar_beach.html,-32.94205856323242,151.76707458496094
2,Cowrie Hole,Right,Reef break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/cowrie_hole.html,-32.92871475219727,151.79202270507812
3,Dixon Park Beach,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/dixon_park_beach.html,-32.94692230224609,151.76161193847656
4,Merewether Beach,Right,Reef break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/merewether_beach.html,-32.95912933349609,151.74891662597656
5,Newie harbour,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/newie_harbour.html,-32.91418075561523,151.81388854980470
6,Newy Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/newy_beach.html,-32.93006515502930,151.78704833984375
7,Rixon Beach,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/rixon_beach.html,-32.87497329711914,151.87500000000000
8,South Bar,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/south_bar.html,-32.95070266723633,151.75801086425780
9,Stockton Beach,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/stockton_beach.html,-32.90279388427734,151.78874206542970
10,The Cliff,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/newcastle/spot/the_cliff.html,-32.94462585449219,151.76557922363280
0,Coles Beach,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/tasmania/north_coast/spot/coles_beach.html,-41.16191864013672,146.33952331542970
