,spot,wave_direction,wave_type,crowd_level,reg_link,latitude,longitude
1,Bungan Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/bungan_beach.html,-33.66778182983398,151.32087707519530
2,Curl Curl,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/curl_curl.html,-33.77286911010742,151.29890441894530
3,Dee Why,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/dee_why.html,-33.75785064697266,151.30297851562500
4,Dee Why Point,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/dee_why_point.html,-33.75424575805664,151.29949951171875
5,Dontals,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/dontals.html,-33.74328994750977,151.32067871093750
6,Fairy Bower - The Bower,Right,Reef break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/fairy_bower_the_bower.html,-33.79819488525391,151.29804992675780
7,Freshwater Beach,Right & left,Beach break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/freshwater_beach.html,-33.78421401977539,151.29341125488280
8,Little Avalon,Right,Reef break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/little_avalon.html,-33.63919067382812,151.33297729492188
9,Long Reef,Right & left,Reef break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/long_reef.html,-33.74468231201172,151.30740356445312
10,Manly Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/manly_beach.html,-33.79469680786133,151.29306030273438
11,North Narrabeen Point,Left,Point break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/north_narrabeen_point.html,-33.70563507080078,151.31126403808594
12,Saffa Matt's,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/saffa_matt_s.html,-33.75061035156250,151.29890441894530
13,Shelly's Beach,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/shellys_beach.html,-33.79962158203125,151.29704284667970
14,South Narrabeen,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/south_narrabeen.html,-33.72662353515625,151.30541992187500
15,The Wedge,Left,Reef break,Mental,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/the_wedge.html,-33.60798645019531,151.33352661132812
16,Winki,Right,Reef break,Busy,https://surfing-waves.com/atlas/australasia_pacific/australia/new_south_wales/sydney/north_sydney/spot/winki.html,-33.79985809326172,151.29905700683594
0,Kai Iwi,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/mangawatu_wanganui/spot/kai_iwi.html,-39.88523864746094,174.89668273925780
1,"North Mole, Whanganui Rivermouth",Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/mangawatu_wanganui/spot/north_mole_whanganui_rivermouth.html,-39.94684600830078,174.97976684570312
2,South Beach,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/mangawatu_wanganui/spot/south_beach.html,-39.96277999877930,175.01611328125000
0,Anchor Bay,Left,Beach break,Mental,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/anchor_bay.html,-36.36983871459961,174.84118652343750
1,Army Bay Reef,Right,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/army_bay_reef.html,-36.59849929809570,174.81661987304688
2,Orere Point,Right & left,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/orere_point.html,-36.95729827880859,175.24021911621094
3,Orewa Bar,Right,Rivermouth,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/orewa_bar.html,-36.59747695922852,174.70321655273438
4,Piha,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/piha.html,-36.95078277587891,174.46409606933594
5,Takapuna Reef,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/auckland/spot/takapuna_reef.html,-36.78479385375977,174.77651977539062
0,Mangawhai Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/northland/spot/mangawhai_beach.html,-36.07712936401367,174.59936523437500
1,Sandy Bay,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/northland/spot/sandy_bay.html,-35.55534362792969,174.47662353515625
2,The Box,Right,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/northland/spot/the_box.html,-35.19874954223633,173.06701660156250
0,Cross Roads,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/cross_roads.html,-37.65397644042969,176.20883178710938
1,Mount Maunganui,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/mount_maunganui.html,-37.62483596801758,176.18276977539062
2,Ohope,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/ohope.html,-37.96238708496094,177.03269958496094
3,Papamoa,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/papamoa.html,-37.68924713134766,176.27532958984375
4,Pukehina Beach,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/pukehina_beach.html,-37.79186630249023,176.53077697753906
5,Whangamata,Right,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/bay_of_plenty/spot/whangamata.html,-37.45305633544922,176.03393554687500
0,Port Waikato Sunset beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/waikato/spot/port_waikato_sunset_beach.html,-37.38788986206055,174.69601440429688
1,Raglan - Manu Bay,Left,Point break,Packed,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/waikato/spot/raglan_manu_bay.html,-37.81982040405273,174.81513977050780
2,Whangamata Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/waikato/spot/whangamata_beach.html,-37.20941543579102,175.87866210937500
0,Makorori North,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/makorori_north.html,-38.65121459960938,178.12605285644530
1,Makorori Point,Right,Point break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/makorori_point.html,-38.66262435913086,178.10769653320312
2,Outside Reef,Right,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/outside_reef.html,-37.62775039672852,178.38285827636720
3,Roberts Road,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/roberts_road.html,-38.67122268676758,178.01312255859375
4,Sponge Bay,Right,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/sponge_bay.html,-38.69968795776367,178.05776977539062
5,The Pipe,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/the_pipe.html,-38.67262649536133,178.00010681152344
6,Wainui Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/gisborne/spot/wainui_beach.html,-38.69207382202148,178.08468627929688
0,Arawhata,Right,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/taranaki/spot/arawhata.html,-39.41993331909180,173.80162048339844
1,Back Beach,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/taranaki/spot/back_beach.html,-39.07517623901367,174.00042724609375
2,Fitzroy Beach,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/taranaki/spot/fitzroy_beach.html,-39.03918457031250,174.09364318847656
3,Stent Road,Right,Point break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/taranaki/spot/stent_road.html,-39.22985839843750,173.76741027832030
0,Curio Bay,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/southland/spot/curio_bay.html,-46.65373611450195,169.10591125488280
0,Gore Bay,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/canterbury/spot/gore_bay.html,-42.86828994750977,173.31962585449220
1,Waikuku,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/canterbury/spot/waikuku.html,-43.28920364379883,172.71914672851562
0,Kahutara,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/kaikoura/spot/kahutara.html,-42.43865966796875,173.59634399414062
1,Mangamaunu,Right,Point break,Mental,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/kaikoura/spot/mangamaunu.html,-42.30473709106445,173.75495910644530
0,St Clair Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/otago/spot/st_clair_beach.html,-45.91485595703125,170.49339294433594
1,St Kilda,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/otago/spot/st_kilda.html,-45.90864562988281,170.52064514160156
0,Airport Reef,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/wellington/spot/airport_reef.html,-41.33718872070312,174.80778503417970
1,Ledge,Left,Reef break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/wellington/spot/ledge.html,-41.12827682495117,174.78884887695312
2,Subjects,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/wellington/spot/subjects.html,-41.28559494018555,174.80361938476562
3,The Wall,Right & left,Breakwater / groyne,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/wellington/spot/the_wall.html,-41.32990264892578,174.80415344238280
4,Uriti,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/north_island/wellington/spot/uriti.html,-41.13555145263672,176.05152893066406
0,Big Als,Right & left,Rivermouth,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/colima/spot/big_als.html,18.85642242431641,-103.96345520019531
0,Boca del Cielo,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/chiapas/spot/boca_del_cielo.html,15.85293865203857,-93.68238830566406
0,Cerritos,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/baja_sur/spot/cerritos.html,23.32891654968262,-110.17583465576172
1,Zippers,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/baja_sur/spot/zippers.html,23.02835845947266,-109.71353912353516
0,Tampi,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/north_america/central_america/mexico/mexico_gulf_coast/spot/tampi.html,19.11297416687012,-96.09963989257812
1,Ventanas/Chumul,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/mexico_gulf_coast/spot/ventanas_chumul.html,20.34816741943359,-86.89726257324219
0,Km38,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/baja_norte/spot/km38.html,32.14305877685547,-116.91822052001953
1,La Fonda Km - 59,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/baja_norte/spot/la_fonda_km_59.html,32.12067413330078,-116.90637207031250
2,Stacks,Left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/baja_norte/spot/stacks.html,31.89195060729980,-116.69613647460938
0,El Arroyo Seco,Right,Beach break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/jalisco/spot/el_arroyo_seco.html,19.32021522521973,-104.95582580566406
1,Ranchito,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/jalisco/spot/ranchito.html,19.23944091796875,-104.72970581054688
0,Playa Cameron,Left,Point break,Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/sinaloa/spot/playa_cameron.html,23.21957778930664,-106.45906066894531
0,La Saladita,Left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/guerrero/spot/la_saladita.html,17.83776664733887,-101.77077484130860
1,Playa Revolcadero,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/guerrero/spot/playa_revolcadero.html,16.77857589721680,-99.81662750244140
2,Tatanka,Left,Reef break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/guerrero/spot/tatanka.html,17.47643280029297,-101.52465820312500
3,Troncones Point,Left,Reef break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/guerrero/spot/troncones_point.html,17.79372215270996,-101.74571228027344
0,Puerto Escondido,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/oaxaca/spot/puerto_escondido.html,15.84873771667480,-97.06094360351562
1,Zicatela,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/oaxaca/spot/zicatela.html,15.83569145202637,-97.04756164550781
0,Magnet Bay,Left,Point break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/magnet_bay.html,-43.84483337402344,172.73826599121094
1,New Brighton,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/new_brighton.html,-43.50638580322266,172.73175048828125
2,Scarborough,Right,Beach break,Not Too Bad,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/scarborough.html,-43.58039093017578,172.77099609375000
3,taylors,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/taylors.html,-43.60823822021484,172.83142089843750
4,Taylors Mistake,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/taylors_mistake.html,-43.58231735229492,172.77786254882812
5,Te Oka Bay,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/te_oka_bay.html,-43.85275650024414,172.78218078613280
6,Waimari Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/australasia_pacific/new_zealand/south_island/christchurch/spot/waimari_beach.html,-43.48163604736328,172.72605895996094
0,Condesa,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/la_gomera/spot/condesa.html,28.08345413208008,-17.33760643005371
1,Valle Gran Rey Playa,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/la_gomera/spot/valle_gran_rey_playa.html,28.09405517578125,-17.34402275085449
0,Los Guirres,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/la_palma/spot/los_guirres.html,28.61042594909668,-17.92474174499512
1,Nogales,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/la_palma/spot/nogales.html,28.76058578491211,-17.74008750915527
2,Zamora,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/la_palma/spot/zamora.html,28.51478195190430,-17.87525939941406
0,Famara Beach,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/lanzarote/spot/famara_beach.html,29.11857414245605,-13.55369186401367
1,La Santa,Right,Reef break,Busy,https://surfing-waves.com/atlas/europe/canary_islands/lanzarote/spot/la_santa.html,29.11235046386719,-13.67051124572754
2,Orzola,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/lanzarote/spot/orzola.html,29.20971298217773,-13.43627929687500
3,Punta de las Mujeres,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/lanzarote/spot/punta_de_las_mujeres.html,29.14031791687012,-13.44752311706543
4,San Juan,Left,Reef break,Busy,https://surfing-waves.com/atlas/europe/canary_islands/lanzarote/spot/san_juan.html,29.12847137451172,-13.57180595397949
0,Arguineguin,Right,Point break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/arguineguin.html,27.75008773803711,-15.68538665771484
1,El Confital,Right,Reef break,Mental,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/el_confital.html,28.15722274780273,-15.44282913208008
2,El Lloret,Right,Point break,Packed,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/el_lloret.html,28.13027954101562,-15.45364379882812
3,La Cicer,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/la_cicer.html,28.13406372070312,-15.44845104217529
4,Playa del Hombre,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/playa_del_hombre.html,27.99677848815918,-15.37447071075439
5,Playa del Ingles,Right,Reef break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/gran_canaria/spot/playa_del_ingles.html,27.75479698181152,-15.56007385253906
0,Fitenia,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/tenerife/spot/fitenia.html,28.05217361450195,-16.73449516296387
1,La Izquierda,Left,Reef break,Packed,https://surfing-waves.com/atlas/europe/canary_islands/tenerife/spot/la_izquierda.html,28.06319427490234,-16.73588943481445
2,Las Galletas,Right & left,Point break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/tenerife/spot/las_galletas.html,28.00629997253418,-16.65802001953125
3,Martianez,Right,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/tenerife/spot/martianez.html,28.41842842102051,-16.53968048095703
4,Socorro,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/tenerife/spot/socorro.html,28.39530754089355,-16.60346412658691
0,Caerhays,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/caerhays.html,50.23007583618164,-4.84359741210938
1,Pentewan,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/pentewan.html,50.28758621215820,-4.76531982421875
2,Porthleven,Right,Reef break,Mental,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/porthleven.html,50.08088302612305,-5.32412052154541
3,Praa Sands,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/praa_sands.html,50.09591674804688,-5.39222717285156
4,Seaton,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/seaton.html,50.35958862304688,-4.38749313354492
5,Whitsand Bay,Left,Beach break,Empty,https://surfing-waves.com/atlas/europe/england/cornwall/south_cornwall/spot/whitsand_bay.html,50.31740951538086,-4.25170898437500
0,Burros,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/burros.html,20.75013542175293,-105.45681762695312
1,Dinosaur,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/dinosaur.html,20.74700736999512,-105.44313049316406
2,La Bahia,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/la_bahia.html,20.75771903991699,-105.53724670410156
3,La Lancha,Right,Reef break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/la_lancha.html,20.76265716552734,-105.49716186523438
4,Platanitos,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/platanitos.html,21.36186599731445,-105.24353027343750
5,Punta de Mita,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/punta_de_mita.html,20.75500297546387,-105.52230834960938
6,San Blas Beach,Right & left,Rivermouth,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/san_blas_beach.html,21.52710151672363,-105.28279876708984
7,San Pancho,Left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/san_pancho.html,20.90052032470703,-105.41965484619140
8,Sayulita,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/sayulita.html,20.86394500732422,-105.44540405273438
9,The Cove,Right,Point break,Not Too Bad,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/the_cove.html,20.76591873168945,-105.54290771484375
10,Veneros,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/north_america/central_america/mexico/nayarit/spot/veneros.html,20.74319839477539,-105.43080902099610
0,Compton Bay,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/europe/england/isle_of_wight/spot/compton_bay.html,50.66208648681641,-1.48864746093750
0,Bantham,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/devon/south_devon/spot/bantham.html,50.27825927734375,-3.88607025146484
1,Beer Point,Right,Point break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/devon/south_devon/spot/beer_point.html,50.68542480468750,-3.08913230895996
2,North Sands Salcombe,Right & left,Rivermouth,Busy,https://surfing-waves.com/atlas/europe/england/devon/south_devon/spot/north_sands_salcombe.html,50.22947311401367,-3.78015518188477
3,St Marys Bay,Right & left,Point break,Empty,https://surfing-waves.com/atlas/europe/england/devon/south_devon/spot/st_marys_bay.html,50.38651657104492,-3.50357055664062
4,Thurlestone,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/devon/south_devon/spot/thurlestone.html,50.26493453979492,-3.87379646301270
0,Crantock,Right & left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/crantock.html,50.40785980224609,-5.12804031372070
1,Crantock Rivermouth,Right,Rivermouth,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/crantock_rivermouth.html,50.40939331054688,-5.12529373168945
2,Fistral Beach,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/fistral_beach.html,50.41776275634766,-5.10417938232422
3,Lusty Glaze,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/lusty_glaze.html,50.42377471923828,-5.07044792175293
4,Newquay Harbor Wall,Left,Beach break,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/newquay_harbor_wall.html,50.41756439208984,-5.08778572082520
5,Tolcarne,Right & left,Beach break,Packed,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/tolcarne.html,50.41907882690430,-5.07366657257080
6,Towan,Right & left,Beach break,Mental,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/towan.html,50.41628265380859,-5.08486747741699
7,Watergate Bay,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/watergate_bay.html,50.44045257568359,-5.05920410156250
8,Whipsiderry,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/england/cornwall/newquay/spot/whipsiderry.html,50.42807006835938,-5.05624294281006
0,Caletta,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/caletta.html,28.75577163696289,-13.92216682434082
1,Cofete Beach,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/cofete_beach.html,28.11127853393555,-14.39260482788086
2,Derecha de los Alemanes,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/derecha_de_los_alemanes.html,28.73904609680176,-13.95595169067383
3,El Cotillo,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/el_cotillo.html,28.67492485046387,-14.01898384094238
4,El Muelle,Right & left,Point break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/el_muelle.html,28.74304580688477,-13.86390399932861
5,La Pared,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/la_pared.html,28.21547508239746,-14.22523498535156
6,Majanicho,Right,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/majanicho.html,28.74764442443848,-13.93723011016846
7,Playa de Esquinzo,Right & left,Beach break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/playa_de_esquinzo.html,28.63591003417969,-14.03142929077148
8,Pop Corn Reef,Right,Reef break,Mental,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/pop_corn_reef.html,28.75802803039551,-13.89221191406250
9,Rocky Point,Right & left,Reef break,Can Get Busy,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/rocky_point.html,28.73390960693359,-13.85624885559082
10,Spew Pits,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/spew_pits.html,28.69510459899902,-14.02516365051270
11,Suicides,Right & left,Reef break,Empty,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/suicides.html,28.75923156738281,-13.89584732055664
12,The Bubble,Right & left,Reef break,Not Too Bad,https://surfing-waves.com/atlas/europe/canary_islands/fuerteventura/spot/the_bubble.html,28.74263954162598,-13.95179939270020
0,Godrevy Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/godrevy_beach.html,50.23695755004883,-5.39502811431885
1,Gwithian,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/gwithian.html,50.22612380981445,-5.40527343750000
2,Hayle,Right,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/hayle.html,50.21206283569336,-5.43823242187500
3,Holywell Bay,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/holywell_bay.html,50.39516830444336,-5.15087127685547
4,Perranporth,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/perranporth.html,50.35181427001953,-5.16254425048828
5,Porthmeor Beach,Right & left,Beach break,Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/porthmeor_beach.html,50.21689605712891,-5.48269271850586
6,Porthtowan,Right & left,Beach break,Can Get Busy,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/porthtowan.html,50.28363418579102,-5.25077819824219
7,Portreath,Right & left,Beach break,Unknown,https://surfing-waves.com/atlas/europe/england/cornwall/west_cornwall/spot/portreath.html,50.26125335693359,-5.29008865356445
